id_evento,nombre_evento,ubicacion,fecha,categoria,necesidad_especial,integrantes,edad_minima,modalidad,precio,link
945,Isla Mágica Sevilla,Mágica Sevilla,2025-06-04 00:00:00,Literatura,Auditiva,1,8,Al aire libre,Desde 20€,https://www.islamagica.es/
946,Harpia Balaguer Medieval Lleida,Lleida,2025-11-25 00:00:00,Festival,Auditiva,5,5,Cubierto,Desde 10€,https://balaguer.cat/portal/
947,Teleférico de Madrid,de Madrid,2025-06-18 00:00:00,Parque Temático,Ninguna,3,2,Al aire libre,Gratis,https://teleferico.emtmadrid.es/
948,Feria Medieval Ibiza,Ibiza,2025-03-06 00:00:00,Museo,Movilidad reducida,1,2,Cubierto,Desde 30€,https://ibiza.travel/
949,Laberinto de Villapresente Cantabria,Cantabria,2025-04-10 00:00:00,Museo,Visual,2,5,Cubierto,Desde 5€,https://laberintodevillapresente.es/
950,Maratón de los Cuentos Guadalajara,Guadalajara,2025-11-03 00:00:00,Parque Temático,Auditiva,4,8,Al aire libre,Desde 10€,https://www.maratondeloscuentos.org/
951,Pinocho en el Circo - Teatro San Pol,Pol,2025-12-03 00:00:00,Literatura,Visual,2,5,Al aire libre,Desde 30€,https://teatrosanpol.com/
952,Parque de Aventuras Amazonia,Amazonia,2025-02-27 00:00:00,Espectáculo,Movilidad reducida,3,0,Al aire libre,Desde 20€,https://www.parqueaventuraamazonia.com/
953,Karting Ángel Burgueño Madrid,Burgueño Madrid,2025-09-18 00:00:00,Exposición,Visual,2,5,Cubierto,Desde 20€,https://kartingangelburgueno.com/
954,Museo del Chocolate Astorga,Astorga,2025-10-02 00:00:00,Museo,Auditiva,1,0,Cubierto,Desde 5€,https://museodelchocolateastorga.com/
955,Festival Emérita Lúdica Mérida,Mérida,2025-07-18 00:00:00,Museo,Ninguna,1,0,Cubierto,Desde 20€,https://meridaludica.com/
956,L'Aquàrium Barcelona,L'Aquàrium Barcelona,2025-01-01 00:00:00,Literatura,Ninguna,1,0,Cubierto,Por confirmar,https://www.aquariumbcn.com/
957,Museo Interactivo de la Música Málaga,Málaga,2025-05-09 00:00:00,Parque Temático,Ninguna,5,5,Al aire libre,Desde 30€,https://www.musicaenaccion.com/
958,Parque Gulliver Valencia,Gulliver Valencia,2025-11-01 00:00:00,Espectáculo,Ninguna,5,8,Cubierto,Por confirmar,https://www.visitvalencia.com/
959,Pinocho en el Circo - Teatro San Pol,Pol,2025-03-08 00:00:00,Festival,Auditiva,3,8,Al aire libre,Por confirmar,https://teatrosanpol.com/
960,Harpia Balaguer Medieval Lleida,Lleida,2025-07-11 00:00:00,Museo,Auditiva,2,5,Cubierto,Desde 10€,https://balaguer.cat/portal/
961,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-01-20 00:00:00,Museo,Cognitiva,1,5,Cubierto,Desde 30€,https://www.oceanografic.org/
962,CaixaForum Barcelona,CaixaForum Barcelona,2025-04-26 00:00:00,Exposición,Movilidad reducida,1,8,Al aire libre,Desde 20€,https://caixaforum.org/es/barcelona
963,Festival Tomavistas Madrid,Tomavistas Madrid,2025-12-25 00:00:00,Concierto,Movilidad reducida,5,2,Al aire libre,Gratis,https://www.tomavistasfestival.com/
964,Festival Emérita Lúdica Mérida,Mérida,2025-11-02 00:00:00,Espectáculo,Ninguna,4,0,Al aire libre,Gratis,https://meridaludica.com/
965,Museo Nacional de Ciencias Naturales,Naturales,2025-01-06 00:00:00,Concierto,Movilidad reducida,5,2,Al aire libre,Desde 5€,https://www.mncn.csic.es/
966,Acuario de Gijón,Gijón,2025-03-11 00:00:00,Museo,Movilidad reducida,1,5,Al aire libre,Por confirmar,https://acuariodegijon.es/
967,CaixaForum Madrid,CaixaForum Madrid,2025-06-06 00:00:00,Museo,Cognitiva,2,0,Al aire libre,Por confirmar,https://caixaforum.org/es/madrid
968,Feria Medieval Ibiza,Ibiza,2025-08-17 00:00:00,Espectáculo,Ninguna,5,5,Cubierto,Gratis,https://ibiza.travel/
969,L'Aquàrium Barcelona,L'Aquàrium Barcelona,2025-08-27 00:00:00,Concierto,Cognitiva,5,8,Cubierto,Desde 20€,https://www.aquariumbcn.com/
970,Dinópolis Teruel,Teruel,2025-11-24 00:00:00,Exposición,Visual,2,5,Al aire libre,Gratis,https://www.dinopolis.com/
971,Teleférico de Madrid,de Madrid,2025-05-16 00:00:00,Parque Temático,Visual,4,0,Al aire libre,Desde 5€,https://teleferico.emtmadrid.es/
972,Feria del Caballo Jerez,Jerez,2025-09-04 00:00:00,Concierto,Movilidad reducida,5,2,Cubierto,Desde 10€,https://feriadelcaballojerez.com/
973,Dinópolis Teruel,Teruel,2025-10-24 00:00:00,Exposición,Cognitiva,2,8,Al aire libre,Desde 5€,https://www.dinopolis.com/
974,Pinocho en el Circo - Teatro San Pol,Pol,2025-01-25 00:00:00,Festival,Movilidad reducida,3,8,Al aire libre,Por confirmar,https://teatrosanpol.com/
975,Museo del Prado actividades familiares,familiares,2025-11-11 00:00:00,Festival,Movilidad reducida,4,5,Cubierto,Gratis,https://www.museodelprado.es/
976,Ciudad de las Artes y las Ciencias Valencia,Ciencias Valencia,2025-09-10 00:00:00,Concierto,Ninguna,3,5,Cubierto,Desde 30€,https://cac.es/
977,Pueblo Español de Barcelona,de Barcelona,2025-02-09 00:00:00,Espectáculo,Auditiva,4,8,Cubierto,Desde 5€,https://poble-espanyol.com/
978,Museo Interactivo de la Música Málaga,Málaga,2025-04-20 00:00:00,Concierto,Ninguna,4,0,Al aire libre,Desde 5€,https://www.musicaenaccion.com/
979,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-10-08 00:00:00,Literatura,Auditiva,1,0,Al aire libre,Desde 5€,https://aitanamusic.es/
980,Parque Faunia Madrid,Faunia Madrid,2025-05-19 00:00:00,Parque Temático,Ninguna,4,8,Al aire libre,Desde 10€,https://www.faunia.es/
981,Pinocho en el Circo - Teatro San Pol,Pol,2025-10-01 00:00:00,Museo,Visual,2,2,Cubierto,Desde 10€,https://teatrosanpol.com/
982,Museo Interactivo de la Música Málaga,Málaga,2025-04-13 00:00:00,Parque Temático,Cognitiva,4,5,Al aire libre,Desde 30€,https://www.musicaenaccion.com/
983,Museo de la Ciencia Valladolid,Valladolid,2025-04-03 00:00:00,Exposición,Auditiva,1,0,Cubierto,Gratis,https://museocienciavalladolid.es/
984,Maratón de los Cuentos Guadalajara,Guadalajara,2025-05-08 00:00:00,Exposición,Movilidad reducida,2,8,Cubierto,Desde 20€,https://www.maratondeloscuentos.org/
985,Museo del Ferrocarril de Madrid,de Madrid,2025-01-12 00:00:00,Parque Temático,Movilidad reducida,5,8,Al aire libre,Gratis,https://www.museodelferrocarril.org/
986,Festival Emérita Lúdica Mérida,Mérida,2025-07-06 00:00:00,Museo,Auditiva,1,0,Cubierto,Desde 20€,https://meridaludica.com/
987,CaixaForum Barcelona,CaixaForum Barcelona,2025-10-28 00:00:00,Festival,Visual,3,5,Cubierto,Desde 30€,https://caixaforum.org/es/barcelona
988,Familyland Tres Cantos,Cantos,2025-07-06 00:00:00,Festival,Visual,3,2,Cubierto,Desde 5€,https://familyland.es/
989,Museo del Mar de Galicia,Galicia,2025-10-18 00:00:00,Concierto,Cognitiva,3,5,Cubierto,Por confirmar,https://museodomar.xunta.gal/
990,Familyland Tres Cantos,Cantos,2025-02-01 00:00:00,Literatura,Ninguna,1,0,Cubierto,Desde 10€,https://familyland.es/
991,CaixaForum Barcelona,CaixaForum Barcelona,2025-12-07 00:00:00,Museo,Auditiva,1,2,Cubierto,Gratis,https://caixaforum.org/es/barcelona
992,Museo de Cera de Madrid,de Madrid,2025-05-31 00:00:00,Museo,Auditiva,1,5,Al aire libre,Por confirmar,https://www.museoceramadrid.com/
993,Pueblo Español de Barcelona,de Barcelona,2025-05-24 00:00:00,Exposición,Movilidad reducida,2,8,Al aire libre,Desde 20€,https://poble-espanyol.com/
994,PortAventura World,World,2025-06-29 00:00:00,Parque Temático,Movilidad reducida,5,5,Cubierto,Por confirmar,https://www.portaventuraworld.com/
995,Bioparc Valencia,Bioparc Valencia,2025-09-08 00:00:00,Exposición,Visual,1,0,Al aire libre,Desde 5€,https://www.bioparcvalencia.es/
996,Museo del Chocolate Astorga,Astorga,2025-10-14 00:00:00,Festival,Cognitiva,3,0,Al aire libre,Por confirmar,https://museodelchocolateastorga.com/
997,Museo Nacional de Ciencias Naturales,Naturales,2025-12-11 00:00:00,Festival,Auditiva,5,8,Al aire libre,Desde 10€,https://www.mncn.csic.es/
998,CosmoCaixa Barcelona,CosmoCaixa Barcelona,2025-05-16 00:00:00,Concierto,Ninguna,3,0,Al aire libre,Desde 10€,https://cosmocaixa.org/
999,Atlantis Aquarium Madrid,Aquarium Madrid,2025-12-28 00:00:00,Festival,Cognitiva,3,2,Cubierto,Gratis,https://www.atlantisaquarium-madrid.es/
1000,Laberinto de Villapresente Cantabria,Cantabria,2025-08-20 00:00:00,Espectáculo,Cognitiva,4,8,Al aire libre,Desde 30€,https://laberintodevillapresente.es/
1001,Bioparc Valencia,Bioparc Valencia,2025-11-18 00:00:00,Espectáculo,Ninguna,5,8,Cubierto,Desde 30€,https://www.bioparcvalencia.es/
1002,PortAventura World,World,2025-01-16 00:00:00,Festival,Ninguna,4,2,Al aire libre,Desde 5€,https://www.portaventuraworld.com/
1003,Maratón de los Cuentos Guadalajara,Guadalajara,2025-10-05 00:00:00,Exposición,Auditiva,1,5,Al aire libre,Gratis,https://www.maratondeloscuentos.org/
1004,Pueblo Español de Barcelona,de Barcelona,2025-02-16 00:00:00,Concierto,Auditiva,4,0,Al aire libre,Gratis,https://poble-espanyol.com/
1005,Parque Warner Madrid,Warner Madrid,2025-09-02 00:00:00,Literatura,Auditiva,1,5,Cubierto,Desde 10€,https://www.parquewarner.com/
1006,Museo del Chocolate Astorga,Astorga,2025-08-27 00:00:00,Festival,Ninguna,4,5,Al aire libre,Gratis,https://museodelchocolateastorga.com/
1007,Isla Mágica Sevilla,Mágica Sevilla,2025-12-24 00:00:00,Museo,Cognitiva,2,2,Cubierto,Desde 5€,https://www.islamagica.es/
1008,Zoo Aquarium de Madrid,de Madrid,2025-06-04 00:00:00,Festival,Ninguna,3,8,Cubierto,Desde 5€,https://www.zoomadrid.com/
1009,Museo del Mar de Galicia,Galicia,2025-02-24 00:00:00,Concierto,Movilidad reducida,5,5,Cubierto,Gratis,https://museodomar.xunta.gal/
1010,Harpia Balaguer Medieval Lleida,Lleida,2025-03-06 00:00:00,Exposición,Visual,2,2,Al aire libre,Desde 10€,https://balaguer.cat/portal/
1011,Acuario de Gijón,Gijón,2025-09-20 00:00:00,Museo,Movilidad reducida,1,5,Al aire libre,Desde 20€,https://acuariodegijon.es/
1012,Zoo Aquarium de Madrid,de Madrid,2025-10-11 00:00:00,Museo,Movilidad reducida,1,8,Cubierto,Desde 5€,https://www.zoomadrid.com/
1013,Festival de los Sentidos Albacete,Albacete,2025-01-19 00:00:00,Concierto,Auditiva,5,2,Al aire libre,Desde 5€,https://festivaldelossentidos.com/
1014,CosmoCaixa Barcelona,CosmoCaixa Barcelona,2025-07-15 00:00:00,Espectáculo,Movilidad reducida,3,2,Al aire libre,Desde 5€,https://cosmocaixa.org/
1015,Museo Naval de Madrid,de Madrid,2025-07-07 00:00:00,Museo,Ninguna,2,2,Al aire libre,Gratis,https://www.armada.mde.es/MuseoNaval/
1016,Museo de Cera de Madrid,de Madrid,2025-05-23 00:00:00,Exposición,Ninguna,1,2,Cubierto,Desde 30€,https://www.museoceramadrid.com/
1017,Museo del Mar de Galicia,Galicia,2025-03-01 00:00:00,Literatura,Movilidad reducida,1,8,Al aire libre,Por confirmar,https://museodomar.xunta.gal/
1018,Museo de las Ilusiones Madrid,Ilusiones Madrid,2025-07-04 00:00:00,Festival,Movilidad reducida,3,2,Cubierto,Desde 5€,https://museumofillusions.es/madrid/
1019,Museo de las Ilusiones Madrid,Ilusiones Madrid,2025-10-06 00:00:00,Espectáculo,Movilidad reducida,5,0,Cubierto,Gratis,https://museumofillusions.es/madrid/
1020,Museo de las Ilusiones Madrid,Ilusiones Madrid,2025-01-22 00:00:00,Concierto,Movilidad reducida,5,0,Cubierto,Desde 5€,https://museumofillusions.es/madrid/
1021,Museo Naval de Madrid,de Madrid,2025-02-24 00:00:00,Exposición,Movilidad reducida,2,5,Al aire libre,Gratis,https://www.armada.mde.es/MuseoNaval/
1022,Festival de Magia - Parque de Atracciones,Atracciones,2025-11-11 00:00:00,Espectáculo,Movilidad reducida,5,8,Al aire libre,Por confirmar,https://parquedeatracciones.es/eventos/festival-magia
1023,Museo de las Ilusiones Madrid,Ilusiones Madrid,2025-09-25 00:00:00,Museo,Ninguna,1,2,Al aire libre,Por confirmar,https://museumofillusions.es/madrid/
1024,Museo Naval de Madrid,de Madrid,2025-09-01 00:00:00,Museo,Movilidad reducida,2,0,Al aire libre,Desde 30€,https://www.armada.mde.es/MuseoNaval/
1025,CaixaForum Madrid,CaixaForum Madrid,2025-04-14 00:00:00,Literatura,Auditiva,2,5,Cubierto,Desde 30€,https://caixaforum.org/es/madrid
1026,Atlantis Aquarium Madrid,Aquarium Madrid,2025-07-09 00:00:00,Concierto,Movilidad reducida,3,0,Cubierto,Desde 30€,https://www.atlantisaquarium-madrid.es/
1027,Museo del Chocolate Astorga,Astorga,2025-01-26 00:00:00,Parque Temático,Ninguna,4,8,Al aire libre,Desde 5€,https://museodelchocolateastorga.com/
1028,Zoo Aquarium de Madrid,de Madrid,2025-10-02 00:00:00,Espectáculo,Visual,4,2,Al aire libre,Desde 30€,https://www.zoomadrid.com/
1029,Feria Medieval Ibiza,Ibiza,2025-04-24 00:00:00,Festival,Cognitiva,3,0,Al aire libre,Desde 20€,https://ibiza.travel/
1030,Isla Mágica Sevilla,Mágica Sevilla,2025-04-24 00:00:00,Parque Temático,Ninguna,3,5,Al aire libre,Gratis,https://www.islamagica.es/
1031,Pueblo Español de Barcelona,de Barcelona,2025-06-02 00:00:00,Festival,Movilidad reducida,3,2,Cubierto,Desde 30€,https://poble-espanyol.com/
1032,Harpia Balaguer Medieval Lleida,Lleida,2025-01-22 00:00:00,Espectáculo,Movilidad reducida,4,8,Cubierto,Desde 5€,https://balaguer.cat/portal/
1033,Museo del Ferrocarril de Madrid,de Madrid,2025-10-19 00:00:00,Parque Temático,Ninguna,5,0,Al aire libre,Desde 5€,https://www.museodelferrocarril.org/
1034,L'Aquàrium Barcelona,L'Aquàrium Barcelona,2025-07-07 00:00:00,Exposición,Auditiva,1,2,Al aire libre,Por confirmar,https://www.aquariumbcn.com/
1035,Museo de la Ciencia Valladolid,Valladolid,2025-10-03 00:00:00,Espectáculo,Movilidad reducida,5,8,Al aire libre,Por confirmar,https://museocienciavalladolid.es/
1036,CosmoCaixa Barcelona,CosmoCaixa Barcelona,2025-06-10 00:00:00,Festival,Ninguna,5,2,Al aire libre,Desde 10€,https://cosmocaixa.org/
1037,Parque Warner Madrid,Warner Madrid,2025-07-31 00:00:00,Museo,Auditiva,1,2,Cubierto,Desde 5€,https://www.parquewarner.com/
1038,Harpia Balaguer Medieval Lleida,Lleida,2025-02-17 00:00:00,Parque Temático,Cognitiva,5,8,Al aire libre,Gratis,https://balaguer.cat/portal/
1039,Museo de las Ilusiones Madrid,Ilusiones Madrid,2025-03-18 00:00:00,Espectáculo,Auditiva,5,0,Cubierto,Gratis,https://museumofillusions.es/madrid/
1040,Jurassic World Experience Madrid,Experience Madrid,2025-12-02 00:00:00,Parque Temático,Movilidad reducida,3,0,Al aire libre,Por confirmar,https://jurassicworldexperience.es/
1041,PortAventura World,World,2025-02-25 00:00:00,Literatura,Visual,2,0,Cubierto,Desde 20€,https://www.portaventuraworld.com/
1042,Pueblo Español de Barcelona,de Barcelona,2025-01-13 00:00:00,Museo,Ninguna,2,5,Cubierto,Desde 20€,https://poble-espanyol.com/
1043,Acuario de Gijón,Gijón,2025-05-29 00:00:00,Literatura,Cognitiva,1,0,Cubierto,Gratis,https://acuariodegijon.es/
1044,Isla Mágica Sevilla,Mágica Sevilla,2025-11-18 00:00:00,Museo,Movilidad reducida,1,2,Cubierto,Por confirmar,https://www.islamagica.es/
1045,Karting Ángel Burgueño Madrid,Burgueño Madrid,2025-11-28 00:00:00,Literatura,Ninguna,2,2,Cubierto,Desde 20€,https://kartingangelburgueno.com/
1046,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-07-09 00:00:00,Exposición,Movilidad reducida,2,8,Al aire libre,Por confirmar,https://www.oceanografic.org/
1047,Karting Ángel Burgueño Madrid,Burgueño Madrid,2025-02-08 00:00:00,Concierto,Visual,5,8,Cubierto,Desde 5€,https://kartingangelburgueno.com/
1048,Museo del Mar de Galicia,Galicia,2025-10-01 00:00:00,Parque Temático,Cognitiva,3,2,Cubierto,Desde 10€,https://museodomar.xunta.gal/
1049,Pueblo Español de Barcelona,de Barcelona,2025-12-30 00:00:00,Literatura,Visual,1,0,Cubierto,Desde 5€,https://poble-espanyol.com/
1050,Museo de la Ciencia Valladolid,Valladolid,2025-07-29 00:00:00,Literatura,Cognitiva,2,2,Al aire libre,Desde 30€,https://museocienciavalladolid.es/
1051,Museo Nacional de Ciencias Naturales,Naturales,2025-08-05 00:00:00,Espectáculo,Ninguna,5,5,Cubierto,Desde 20€,https://www.mncn.csic.es/
1052,Feria Medieval Ibiza,Ibiza,2025-08-23 00:00:00,Exposición,Ninguna,2,8,Cubierto,Desde 30€,https://ibiza.travel/
1053,Museo de Cera de Madrid,de Madrid,2025-01-18 00:00:00,Parque Temático,Movilidad reducida,5,5,Cubierto,Desde 10€,https://www.museoceramadrid.com/
1054,Parque de Aventuras Amazonia,Amazonia,2025-03-02 00:00:00,Festival,Cognitiva,5,5,Al aire libre,Gratis,https://www.parqueaventuraamazonia.com/
1055,Parque de Aventuras Amazonia,Amazonia,2025-07-21 00:00:00,Museo,Auditiva,1,5,Cubierto,Por confirmar,https://www.parqueaventuraamazonia.com/
1056,Pinocho en el Circo - Teatro San Pol,Pol,2025-12-05 00:00:00,Exposición,Ninguna,2,0,Cubierto,Desde 30€,https://teatrosanpol.com/
1057,Festival de los Sentidos Albacete,Albacete,2025-03-10 00:00:00,Exposición,Cognitiva,1,5,Cubierto,Desde 30€,https://festivaldelossentidos.com/
1058,Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-06-03 00:00:00,Parque Temático,Ninguna,3,0,Al aire libre,Gratis,https://parquedecabarceno.com/
1059,Zoo Aquarium de Madrid,de Madrid,2025-05-25 00:00:00,Parque Temático,Movilidad reducida,5,5,Cubierto,Gratis,https://www.zoomadrid.com/
1060,Festival de Magia - Parque de Atracciones,Atracciones,2025-07-07 00:00:00,Concierto,Ninguna,3,5,Al aire libre,Desde 5€,https://parquedeatracciones.es/eventos/festival-magia
1061,CaixaForum Barcelona,CaixaForum Barcelona,2025-12-24 00:00:00,Literatura,Ninguna,1,0,Cubierto,Desde 10€,https://caixaforum.org/es/barcelona
1062,Festival Tomavistas Madrid,Tomavistas Madrid,2025-04-03 00:00:00,Festival,Cognitiva,4,8,Cubierto,Desde 20€,https://www.tomavistasfestival.com/
1063,Museo del Ferrocarril de Madrid,de Madrid,2025-07-03 00:00:00,Museo,Movilidad reducida,2,5,Cubierto,Desde 5€,https://www.museodelferrocarril.org/
1064,Festival Pirineos Sur,Sur,2025-03-09 00:00:00,Festival,Ninguna,5,0,Cubierto,Desde 5€,https://pirineos-sur.es/
1065,Museo de Cera de Madrid,de Madrid,2025-02-26 00:00:00,Museo,Ninguna,2,2,Al aire libre,Desde 30€,https://www.museoceramadrid.com/
1066,CaixaForum Madrid,CaixaForum Madrid,2025-03-30 00:00:00,Festival,Visual,4,2,Cubierto,Desde 10€,https://caixaforum.org/es/madrid
1067,Familyland Tres Cantos,Cantos,2025-04-10 00:00:00,Parque Temático,Cognitiva,5,8,Cubierto,Desde 30€,https://familyland.es/
1068,Museo del Chocolate Astorga,Astorga,2025-08-03 00:00:00,Concierto,Movilidad reducida,3,8,Cubierto,Desde 20€,https://museodelchocolateastorga.com/
1069,Parque Gulliver Valencia,Gulliver Valencia,2025-05-22 00:00:00,Espectáculo,Visual,5,2,Cubierto,Gratis,https://www.visitvalencia.com/
1070,Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-09-24 00:00:00,Exposición,Auditiva,2,5,Cubierto,Desde 20€,https://parquedecabarceno.com/
1071,Museo del Mar de Galicia,Galicia,2025-08-05 00:00:00,Literatura,Cognitiva,1,5,Cubierto,Gratis,https://museodomar.xunta.gal/
1072,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-12-19 00:00:00,Concierto,Movilidad reducida,5,0,Al aire libre,Desde 20€,https://www.oceanografic.org/
1073,Festival Emérita Lúdica Mérida,Mérida,2025-06-08 00:00:00,Exposición,Movilidad reducida,2,2,Al aire libre,Desde 30€,https://meridaludica.com/
1074,Maratón de los Cuentos Guadalajara,Guadalajara,2025-06-26 00:00:00,Literatura,Ninguna,2,8,Al aire libre,Desde 30€,https://www.maratondeloscuentos.org/
1075,Karting Ángel Burgueño Madrid,Burgueño Madrid,2025-04-12 00:00:00,Concierto,Cognitiva,3,8,Al aire libre,Desde 20€,https://kartingangelburgueno.com/
1076,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-03-23 00:00:00,Literatura,Movilidad reducida,1,2,Al aire libre,Desde 5€,https://aitanamusic.es/
1077,Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-08-26 00:00:00,Espectáculo,Movilidad reducida,3,0,Al aire libre,Por confirmar,https://parquedecabarceno.com/
1078,Atlantis Aquarium Madrid,Aquarium Madrid,2025-10-12 00:00:00,Concierto,Visual,3,0,Al aire libre,Gratis,https://www.atlantisaquarium-madrid.es/
1079,Museo Nacional de Ciencias Naturales,Naturales,2025-09-17 00:00:00,Festival,Movilidad reducida,3,8,Cubierto,Desde 5€,https://www.mncn.csic.es/
1080,Isla Mágica Sevilla,Mágica Sevilla,2025-09-27 00:00:00,Literatura,Ninguna,1,5,Cubierto,Desde 20€,https://www.islamagica.es/
1081,Feria del Caballo Jerez,Jerez,2025-02-07 00:00:00,Festival,Movilidad reducida,3,2,Al aire libre,Desde 10€,https://feriadelcaballojerez.com/
