nombre_evento,ciudad,fecha,categoria,necesidad_especial,precio,descripcion
Oceanogràfic Valencia,Valencia,2025-07-09 00:00:00,Educación,ninguna,Por confirmar,Disfruta de un exposición familiar en Oceanogràfic Valencia en Valencia el 9 de July de 2025.
Karting Ángel Burgueño Madrid,Madrid,2025-02-08 00:00:00,Ocio,visual,Desde 5€,Disfruta de un concierto familiar en Karting Ángel Burgueño Madrid en Madrid el 8 de February de 2025.
Museo del Mar de Galicia,A Coruña,2025-10-01 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un parque temático familiar en Museo del Mar de Galicia en A Coruña el 1 de October de 2025.
Pueblo Español de Barcelona,Barcelona,2025-12-30 00:00:00,Ocio,visual,Desde 5€,Disfruta de un literatura familiar en Pueblo Español de Barcelona en Barcelona el 30 de December de 2025.
Museo de la Ciencia Valladolid,Valladolid,2025-07-29 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un literatura familiar en Museo de la Ciencia Valladolid en Valladolid el 29 de July de 2025.
Museo Nacional de Ciencias Naturales,Madrid,2025-08-05 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un espectáculo familiar en Museo Nacional de Ciencias Naturales en Madrid el 5 de August de 2025.
Feria Medieval Ibiza,Illes Balears,2025-08-23 00:00:00,Educación,ninguna,Desde 30€,Disfruta de un exposición familiar en Feria Medieval Ibiza en Illes Balears el 23 de August de 2025.
Museo de Cera de Madrid,Madrid,2025-01-18 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un parque temático familiar en Museo de Cera de Madrid en Madrid el 18 de January de 2025.
Parque de Aventuras Amazonia,Madrid,2025-07-21 00:00:00,Educación,auditiva,Por confirmar,Disfruta de un museo familiar en Parque de Aventuras Amazonia en Madrid el 21 de July de 2025.
Pinocho en el Circo - Teatro San Pol,Barcelona,2025-12-05 00:00:00,Educación,ninguna,Desde 30€,Disfruta de un exposición familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 5 de December de 2025.
Festival de los Sentidos Albacete,Albacete,2025-03-10 00:00:00,Educación,ninguna,Desde 30€,Disfruta de un exposición familiar en Festival de los Sentidos Albacete en Albacete el 10 de March de 2025.
Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-06-03 00:00:00,Ocio,ninguna,Gratis,Disfruta de un parque temático familiar en Parque de la Naturaleza de Cabárceno Cantabria en Cantabria el 3 de June de 2025.
Zoo Aquarium de Madrid,Madrid,2025-05-25 00:00:00,Ocio,ninguna,Gratis,Disfruta de un parque temático familiar en Zoo Aquarium de Madrid en Madrid el 25 de May de 2025.
Festival de Magia - Parque de Atracciones,Madrid,2025-07-07 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un concierto familiar en Festival de Magia - Parque de Atracciones en Madrid el 7 de July de 2025.
CaixaForum Barcelona,Barcelona,2025-12-24 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un literatura familiar en CaixaForum Barcelona en Barcelona el 24 de December de 2025.
Festival Tomavistas Madrid,Madrid,2025-04-03 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un festival familiar en Festival Tomavistas Madrid en Madrid el 3 de April de 2025.
Museo del Ferrocarril de Madrid,Madrid,2025-07-03 00:00:00,Educación,ninguna,Desde 5€,Disfruta de un museo familiar en Museo del Ferrocarril de Madrid en Madrid el 3 de July de 2025.
Festival Pirineos Sur,Madrid,2025-03-09 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un festival familiar en Festival Pirineos Sur en Madrid el 9 de March de 2025.
Museo de Cera de Madrid,Madrid,2025-02-26 00:00:00,Educación,ninguna,Desde 30€,Disfruta de un museo familiar en Museo de Cera de Madrid en Madrid el 26 de February de 2025.
CaixaForum Madrid,Madrid,2025-03-30 00:00:00,Ocio,visual,Desde 10€,Disfruta de un festival familiar en CaixaForum Madrid en Madrid el 30 de March de 2025.
Familyland Tres Cantos,Madrid,2025-04-10 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un parque temático familiar en Familyland Tres Cantos en Madrid el 10 de April de 2025.
Parque Gulliver Valencia,Valencia,2025-05-22 00:00:00,Ocio,visual,Gratis,Disfruta de un espectáculo familiar en Parque Gulliver Valencia en Valencia el 22 de May de 2025.
Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-09-24 00:00:00,Educación,auditiva,Desde 20€,Disfruta de un exposición familiar en Parque de la Naturaleza de Cabárceno Cantabria en Cantabria el 24 de September de 2025.
Museo del Mar de Galicia,A Coruña,2025-08-05 00:00:00,Ocio,ninguna,Gratis,Disfruta de un literatura familiar en Museo del Mar de Galicia en A Coruña el 5 de August de 2025.
Oceanogràfic Valencia,Valencia,2025-12-19 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un concierto familiar en Oceanogràfic Valencia en Valencia el 19 de December de 2025.
Festival Emérita Lúdica Mérida,Badajoz,2025-06-08 00:00:00,Educación,ninguna,Desde 30€,Disfruta de un exposición familiar en Festival Emérita Lúdica Mérida en Badajoz el 8 de June de 2025.
Maratón de los Cuentos Guadalajara,Guadalajara,2025-06-26 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un literatura familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 26 de June de 2025.
Karting Ángel Burgueño Madrid,Madrid,2025-04-12 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un concierto familiar en Karting Ángel Burgueño Madrid en Madrid el 12 de April de 2025.
Concierto Aitana Estadio Metropolitano,Madrid,2025-03-23 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un literatura familiar en Concierto Aitana Estadio Metropolitano en Madrid el 23 de March de 2025.
Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-08-26 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un espectáculo familiar en Parque de la Naturaleza de Cabárceno Cantabria en Cantabria el 26 de August de 2025.
Atlantis Aquarium Madrid,Madrid,2025-10-12 00:00:00,Ocio,visual,Gratis,Disfruta de un concierto familiar en Atlantis Aquarium Madrid en Madrid el 12 de October de 2025.
Museo Nacional de Ciencias Naturales,Madrid,2025-09-17 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un festival familiar en Museo Nacional de Ciencias Naturales en Madrid el 17 de September de 2025.
Isla Mágica Sevilla,Sevilla,2025-09-27 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un literatura familiar en Isla Mágica Sevilla en Sevilla el 27 de September de 2025.
Feria del Caballo Jerez,Cádiz,2025-02-07 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un festival familiar en Feria del Caballo Jerez en Cádiz el 7 de February de 2025.
Ciudad de las Artes y las Ciencias Valencia,Valencia,2025-08-14 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un parque temático familiar en Ciudad de las Artes y las Ciencias Valencia en Valencia el 14 de August de 2025.
Atlantis Aquarium Madrid,Madrid,2025-07-16 00:00:00,Educación,visual,Desde 5€,Disfruta de un museo familiar en Atlantis Aquarium Madrid en Madrid el 16 de July de 2025.
Maratón de los Cuentos Guadalajara,Guadalajara,2025-05-04 00:00:00,Ocio,visual,Desde 30€,Disfruta de un concierto familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 4 de May de 2025.
Museo de la Ciencia Valladolid,Valladolid,2025-07-15 00:00:00,Ocio,visual,Desde 30€,Disfruta de un espectáculo familiar en Museo de la Ciencia Valladolid en Valladolid el 15 de July de 2025.
Maratón de los Cuentos Guadalajara,Guadalajara,2025-11-08 00:00:00,Ocio,auditiva,Gratis,Disfruta de un literatura familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 8 de November de 2025.
Pinocho en el Circo - Teatro San Pol,Barcelona,2025-10-03 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un espectáculo familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 3 de October de 2025.
Pinocho en el Circo - Teatro San Pol,Barcelona,2025-06-25 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un espectáculo familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 25 de June de 2025.
Festival de Magia - Parque de Atracciones,Madrid,2025-05-04 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un concierto familiar en Festival de Magia - Parque de Atracciones en Madrid el 4 de May de 2025.
L'Aquàrium Barcelona,Barcelona,2025-11-19 00:00:00,Ocio,visual,Por confirmar,Disfruta de un parque temático familiar en L'Aquàrium Barcelona en Barcelona el 19 de November de 2025.
Parque Faunia Madrid,Madrid,2025-08-02 00:00:00,Educación,ninguna,Desde 10€,Disfruta de un exposición familiar en Parque Faunia Madrid en Madrid el 2 de August de 2025.
Dinópolis Teruel,Teruel,2025-05-17 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un festival familiar en Dinópolis Teruel en Teruel el 17 de May de 2025.
Parque Gulliver Valencia,Valencia,2025-04-22 00:00:00,Ocio,auditiva,Desde 10€,Disfruta de un festival familiar en Parque Gulliver Valencia en Valencia el 22 de April de 2025.
Biblioteca Eugenio Trías actividades infantiles,Madrid,2025-04-21 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un espectáculo familiar en Biblioteca Eugenio Trías actividades infantiles en Madrid el 21 de April de 2025.
Festival Pirineos Sur,Madrid,2025-04-23 00:00:00,Ocio,auditiva,Por confirmar,Disfruta de un festival familiar en Festival Pirineos Sur en Madrid el 23 de April de 2025.
Zoo Aquarium de Madrid,Madrid,2025-07-08 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un festival familiar en Zoo Aquarium de Madrid en Madrid el 8 de July de 2025.
Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-07-15 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un literatura familiar en Parque de la Naturaleza de Cabárceno Cantabria en Cantabria el 15 de July de 2025.
CaixaForum Madrid,Madrid,2025-08-31 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un festival familiar en CaixaForum Madrid en Madrid el 31 de August de 2025.
Parque Gulliver Valencia,Valencia,2025-09-20 00:00:00,Ocio,visual,Gratis,Disfruta de un literatura familiar en Parque Gulliver Valencia en Valencia el 20 de September de 2025.
Festival Pirineos Sur,Madrid,2025-08-23 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un parque temático familiar en Festival Pirineos Sur en Madrid el 23 de August de 2025.
Acuario de Gijón,Asturias,2025-08-18 00:00:00,Ocio,auditiva,Gratis,Disfruta de un festival familiar en Acuario de Gijón en Asturias el 18 de August de 2025.
Museo Naval de Madrid,Madrid,2025-01-12 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un parque temático familiar en Museo Naval de Madrid en Madrid el 12 de January de 2025.
Museo Naval de Madrid,Madrid,2025-02-08 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un espectáculo familiar en Museo Naval de Madrid en Madrid el 8 de February de 2025.
Pueblo Español de Barcelona,Barcelona,2025-10-19 00:00:00,Educación,visual,Desde 10€,Disfruta de un museo familiar en Pueblo Español de Barcelona en Barcelona el 19 de October de 2025.
Teleférico de Madrid,Madrid,2025-03-26 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un festival familiar en Teleférico de Madrid en Madrid el 26 de March de 2025.
Maratón de los Cuentos Guadalajara,Guadalajara,2025-11-17 00:00:00,Educación,ninguna,Por confirmar,Disfruta de un exposición familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 17 de November de 2025.
Feria del Caballo Jerez,Cádiz,2025-02-06 00:00:00,Educación,ninguna,Desde 5€,Disfruta de un exposición familiar en Feria del Caballo Jerez en Cádiz el 6 de February de 2025.
Museo de la Felicidad Madrid,Madrid,2025-03-31 00:00:00,Educación,ninguna,Desde 30€,Disfruta de un exposición familiar en Museo de la Felicidad Madrid en Madrid el 31 de March de 2025.
Zoo Aquarium de Madrid,Madrid,2025-10-13 00:00:00,Ocio,auditiva,Por confirmar,Disfruta de un concierto familiar en Zoo Aquarium de Madrid en Madrid el 13 de October de 2025.
CosmoCaixa Barcelona,Barcelona,2025-01-23 00:00:00,Ocio,auditiva,Desde 20€,Disfruta de un festival familiar en CosmoCaixa Barcelona en Barcelona el 23 de January de 2025.
Isla Mágica Sevilla,Sevilla,2025-01-25 00:00:00,Ocio,ninguna,Gratis,Disfruta de un concierto familiar en Isla Mágica Sevilla en Sevilla el 25 de January de 2025.
Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-08-14 00:00:00,Educación,ninguna,Por confirmar,Disfruta de un museo familiar en Parque de la Naturaleza de Cabárceno Cantabria en Cantabria el 14 de August de 2025.
Museo de la Felicidad Madrid,Madrid,2025-07-27 00:00:00,Ocio,ninguna,Gratis,Disfruta de un festival familiar en Museo de la Felicidad Madrid en Madrid el 27 de July de 2025.
Parque Gulliver Valencia,Valencia,2025-12-24 00:00:00,Educación,ninguna,Desde 20€,Disfruta de un exposición familiar en Parque Gulliver Valencia en Valencia el 24 de December de 2025.
Museo de la Felicidad Madrid,Madrid,2025-02-26 00:00:00,Ocio,auditiva,Por confirmar,Disfruta de un espectáculo familiar en Museo de la Felicidad Madrid en Madrid el 26 de February de 2025.
Festival Tomavistas Madrid,Madrid,2025-02-25 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un parque temático familiar en Festival Tomavistas Madrid en Madrid el 25 de February de 2025.
Isla Mágica Sevilla,Sevilla,2025-09-24 00:00:00,Ocio,auditiva,Desde 20€,Disfruta de un literatura familiar en Isla Mágica Sevilla en Sevilla el 24 de September de 2025.
Oceanogràfic Valencia,Valencia,2025-08-02 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un literatura familiar en Oceanogràfic Valencia en Valencia el 2 de August de 2025.
Festival Tomavistas Madrid,Madrid,2025-12-14 00:00:00,Ocio,visual,Por confirmar,Disfruta de un espectáculo familiar en Festival Tomavistas Madrid en Madrid el 14 de December de 2025.
Museo del Mar de Galicia,A Coruña,2025-10-28 00:00:00,Ocio,visual,Gratis,Disfruta de un parque temático familiar en Museo del Mar de Galicia en A Coruña el 28 de October de 2025.
Isla Mágica Sevilla,Sevilla,2025-06-15 00:00:00,Ocio,ninguna,Gratis,Disfruta de un espectáculo familiar en Isla Mágica Sevilla en Sevilla el 15 de June de 2025.
Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-06-21 00:00:00,Educación,visual,Desde 30€,Disfruta de un exposición familiar en Parque de la Naturaleza de Cabárceno Cantabria en Cantabria el 21 de June de 2025.
Festival de los Sentidos Albacete,Albacete,2025-11-29 00:00:00,Ocio,auditiva,Por confirmar,Disfruta de un espectáculo familiar en Festival de los Sentidos Albacete en Albacete el 29 de November de 2025.
Dinópolis Teruel,Teruel,2025-01-08 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un festival familiar en Dinópolis Teruel en Teruel el 8 de January de 2025.
Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-09-15 00:00:00,Ocio,ninguna,Gratis,Disfruta de un parque temático familiar en Parque de la Naturaleza de Cabárceno Cantabria en Cantabria el 15 de September de 2025.
Museo del Ferrocarril de Madrid,Madrid,2025-08-24 00:00:00,Educación,ninguna,Gratis,Disfruta de un museo familiar en Museo del Ferrocarril de Madrid en Madrid el 24 de August de 2025.
Familyland Tres Cantos,Madrid,2025-09-05 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un parque temático familiar en Familyland Tres Cantos en Madrid el 5 de September de 2025.
Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-02-20 00:00:00,Ocio,auditiva,Desde 5€,Disfruta de un literatura familiar en Parque de la Naturaleza de Cabárceno Cantabria en Cantabria el 20 de February de 2025.
Laberinto de Villapresente Cantabria,Cantabria,2025-04-29 00:00:00,Educación,ninguna,Desde 5€,Disfruta de un exposición familiar en Laberinto de Villapresente Cantabria en Cantabria el 29 de April de 2025.
Bioparc Valencia,Valencia,2025-04-22 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un parque temático familiar en Bioparc Valencia en Valencia el 22 de April de 2025.
Oceanogràfic Valencia,Valencia,2025-03-10 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un parque temático familiar en Oceanogràfic Valencia en Valencia el 10 de March de 2025.
Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-12-08 00:00:00,Educación,ninguna,Desde 10€,Disfruta de un exposición familiar en Parque de la Naturaleza de Cabárceno Cantabria en Cantabria el 8 de December de 2025.
CaixaForum Madrid,Madrid,2025-06-25 00:00:00,Ocio,ninguna,Gratis,Disfruta de un espectáculo familiar en CaixaForum Madrid en Madrid el 25 de June de 2025.
Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-03-06 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un espectáculo familiar en Parque de la Naturaleza de Cabárceno Cantabria en Cantabria el 6 de March de 2025.
Festival Tomavistas Madrid,Madrid,2025-01-22 00:00:00,Ocio,visual,Desde 30€,Disfruta de un concierto familiar en Festival Tomavistas Madrid en Madrid el 22 de January de 2025.
Zoo Aquarium de Madrid,Madrid,2025-01-23 00:00:00,Educación,visual,Desde 30€,Disfruta de un museo familiar en Zoo Aquarium de Madrid en Madrid el 23 de January de 2025.
Museo de las Ilusiones Madrid,Madrid,2025-06-09 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un literatura familiar en Museo de las Ilusiones Madrid en Madrid el 9 de June de 2025.
Museo de Cera de Madrid,Madrid,2025-11-21 00:00:00,Ocio,auditiva,Por confirmar,Disfruta de un literatura familiar en Museo de Cera de Madrid en Madrid el 21 de November de 2025.
Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-08-09 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un literatura familiar en Parque de la Naturaleza de Cabárceno Cantabria en Cantabria el 9 de August de 2025.
CosmoCaixa Barcelona,Barcelona,2025-07-21 00:00:00,Educación,auditiva,Desde 20€,Disfruta de un museo familiar en CosmoCaixa Barcelona en Barcelona el 21 de July de 2025.
Museo del Mar de Galicia,A Coruña,2025-07-09 00:00:00,Ocio,visual,Por confirmar,Disfruta de un parque temático familiar en Museo del Mar de Galicia en A Coruña el 9 de July de 2025.
CaixaForum Barcelona,Barcelona,2025-03-27 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un concierto familiar en CaixaForum Barcelona en Barcelona el 27 de March de 2025.
