Company;TypeName;Inches;Ram;Memory;Weight;Price_euros;ScreenType;Resolution;IsTouchscreen;Cpu_Type;Memory_Cpu;OpsysType;Version;Manufacturer;MemoryGraphic;Model Base;Specifications;width;height
Dell;Gaming;17.3;16.0;256.0;4.42;2799.0;IPS Panel;2560x1440;False;Intel Core i7 7820HK;2.9;Windows;10;Nvidia;GeForce GTX 1070;Alienware 17;;2560;1440
Asus;Gaming;17.3;16.0;1024.0;4.0;998.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 6700HQ;2.6;No OS;;Nvidia;GeForce GTX 965M;Rog G752VL-GC088D;;1920;1080
Asus;Gaming;15.6;8.0;128.0;2.24;1339.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX1060;FX502VM-DM560T ;8GB/1TB;1920;1080
Dell;Notebook;15.6;4.0;1024.0;2.18;614.0;;1366x768;False;Intel Core i3 6006U;2.0;Windows;10;AMD;Radeon R5 M420X;Vostro 3568;;1366;768
Toshiba;Ultrabook;14.0;8.0;256.0;1.47;1725.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 6600U;2.6;Windows;10;Intel;HD Graphics 520;Tecra Z40-C-136;;1920;1080
Dell;Ultrabook;12.5;8.0;256.0;1.6;1690.0;Full HD;1920x1080;False;Intel Core i7 7600U;2.8;Windows;10;Intel;HD Graphics 620;Latitude 7280;;1920;1080
Acer;2 in 1 Convertible;13.3;8.0;256.0;1.6;689.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i5 6200U;2.3;Windows;10;Intel;HD Graphics 520;Aspire R7;;1920;1080
Asus;Notebook;15.6;4.0;500.0;2.0;224.0;;1366x768;False;Intel Celeron Dual Core N3350;1.1;Linux;;Intel;HD Graphics 500;A541NA-GO342 ;N3350/4GB/500GB/Linux;1366;768
Acer;Notebook;15.6;8.0;256.0;2.2;841.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 8550U;1.8;Windows;10;Nvidia;GeForce MX150;Aspire A515-51G;;1920;1080
Apple;Ultrabook;12.0;8.0;256.0;0.92;1163.0;IPS Panel / Retina Display;2304x1440;False;Intel Core M;1.1;Mac OS X;;Intel;HD Graphics 5300;"MacBook 12""";;2304;1440
Dell;2 in 1 Convertible;13.3;8.0;256.0;1.24;1813.0;Touchscreen / Quad HD+;3200x1800;True;Intel Core i5 7Y54;1.2;Windows;10;Intel;HD Graphics 615;XPS 13;;3200;1800
Dell;Notebook;15.6;4.0;128.0;2.18;547.0;;1366x768;False;Intel Core i3 7100U;2.4;Windows;10;Intel;HD Graphics 620;Vostro 3568;;1366;768
Asus;Ultrabook;15.6;16.0;512.0;1.63;1468.0;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Nvidia;GeForce 940MX;ZenBook UX530UQ-PRO;;1920;1080
Lenovo;Notebook;14.0;2.0;64.0;1.5;229.0;;1366x768;False;Intel Celeron Dual Core N3050;1.6;Windows;10;Intel;HD Graphics;IdeaPad 100S-14IBR;;1366;768
Mediacom;Notebook;13.3;4.0;32.0;1.35;255.0;IPS Panel / Full HD;1920x1080;False;Intel Atom x5-Z8350;1.44;Windows;10;Intel;HD Graphics;SmartBook 130;;1920;1080
Apple;Ultrabook;13.3;8.0;256.0;1.35;998.0;;1440x900;False;Intel Core i5;1.6;Mac OS X;;Intel;HD Graphics 6000;MacBook Air;;1440;900
Asus;Netbook;11.6;4.0;16.0;1.2;287.9;;1366x768;False;Intel Celeron Dual Core N3060;1.6;Chrome OS;;Intel;HD Graphics 400;Chromebook C202SA;;1366;768
MSI;Gaming;15.6;8.0;256.0;2.2;997.9;Full HD;1920x1080;False;Intel Core i5 7300HQ;2.5;Windows;10;Nvidia;GeForce GTX 1050;GV62M 7RD;;1920;1080
Dell;Notebook;15.6;16.0;1024.0;2.06;2399.0;Touchscreen / 4K Ultra HD;3840x2160;True;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050;XPS 15;;3840;2160
Asus;2 in 1 Convertible;13.3;8.0;256.0;1.1;1315.0;Touchscreen / Full HD;1920x1080;True;Intel Core i5 8250U;1.6;Windows;10;Intel;HD Graphics 620;ZenBook Flip;;1920;1080
HP;Notebook;15.6;8.0;256.0;1.84;1228.99;Full HD;1920x1080;False;Intel Core i7 6500U;2.5;Windows;10;Intel;HD Graphics 520;EliteBook 850;;1920;1080
Samsung;2 in 1 Convertible;12.3;4.0;32.0;1.15;659.0;Touchscreen / IPS Panel;2400x1600;True;Samsung Cortex A72&A53;2.0;Chrome OS;;ARM;Mali T860 MP4;Chromebook Plus;;2400;1600
Dell;2 in 1 Convertible;15.6;16.0;512.0;2.09;1179.0;Touchscreen / Full HD;1920x1080;True;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;Inspiron 5578;;1920;1080
Lenovo;Notebook;15.6;4.0;500.0;2.1;489.9;;1366x768;False;Intel Core i3 6006U;2.0;Windows;10;Intel;HD Graphics 520;V110-15ISK ;i3-6006U/4GB/500GB/W10;1366;768
Asus;Notebook;15.6;4.0;500.0;2.2;369.0;;1366x768;False;Intel Celeron Dual Core N3050;1.6;Windows;10;Intel;HD Graphics;X553SA-XX031T ;N3050/4GB/500GB/W10;1366;768
Acer;Notebook;15.6;8.0;256.0;2.5;979.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Linux;;Nvidia;GeForce GTX 1050 Ti;Aspire A715-71G;;1920;1080
HP;Notebook;14.0;4.0;500.0;1.95;1149.0;;1366x768;False;Intel Core i5 6200U;2.3;Windows;10;Intel;HD Graphics 520;ProBook 640;;1366;768
Dell;Ultrabook;13.3;8.0;256.0;1.23;1399.0;Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;Intel;UHD Graphics 620;XPS 13;;1920;1080
Dell;Notebook;17.3;8.0;128.0;2.8;1099.0;Full HD;1920x1080;False;Intel Core i7 8550U;1.8;Linux;;AMD;Radeon 530;Inspiron 5770;;1920;1080
Dell;Gaming;15.6;8.0;256.0;2.62;985.0;Full HD;1920x1080;False;Intel Core i5 7300HQ;2.5;Windows;10;Nvidia;GeForce GTX 1050;Inspiron 7567;;1920;1080
Lenovo;Notebook;15.6;4.0;1024.0;2.2;309.0;;1366x768;False;Intel Pentium Quad Core N4200;1.1;Windows;10;Intel;HD Graphics 505;IdeaPad 320-15IAP;;1366;768
Lenovo;Notebook;14.0;2.0;64.0;1.5;229.0;;1366x768;False;Intel Celeron Dual Core N3050;1.6;Windows;10;Intel;HD Graphics;IdeaPad 100S-14IBR;;1366;768
HP;Notebook;15.6;8.0;1024.0;2.04;806.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Probook 450;;1920;1080
Dell;2 in 1 Convertible;17.3;12.0;1024.0;2.77;999.0;Touchscreen / Full HD;1920x1080;True;Intel Core i5 8250U;1.6;Windows;10;Nvidia;GeForce 150MX;Inspiron 7773;;1920;1080
Toshiba;Notebook;14.0;4.0;500.0;1.75;915.0;;1366x768;False;Intel Core i5 6200U;2.3;Windows;10;Intel;HD Graphics 520;Tecra A40-C-1KF;;1366;768
Dell;Notebook;15.6;8.0;1024.0;2.2;647.0;Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Linux;;AMD;Radeon 520;Inspiron 3576;;1920;1080
Dell;Notebook;15.6;4.0;1024.0;2.25;359.0;;1366x768;False;Intel Core i3 6006U;2.0;Linux;;Intel;HD Graphics 520;Inspiron 3567;;1366;768
Asus;Ultrabook;14.0;16.0;512.0;1.1;1900.0;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;ZenBook 3;;1920;1080
Toshiba;Notebook;14.0;8.0;256.0;1.25;1535.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Tecra X40-D-10G;;1920;1080
Lenovo;Ultrabook;14.0;16.0;512.0;1.14;2450.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;ThinkPad X1;;1920;1080
HP;Notebook;14.0;8.0;256.0;1.64;1010.51;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;ProBook 440;;1920;1080
Samsung;Netbook;11.6;4.0;16.0;1.15;269.0;;1366x768;False;Intel Celeron Dual Core N3060;1.6;Chrome OS;;Intel;HD Graphics 400;Chromebook 3;;1366;768
Acer;Netbook;11.6;4.0;32.0;1.25;297.0;IPS Panel;1366x768;False;Intel Celeron Dual Core N3060;1.6;Chrome OS;;Intel;HD Graphics 400;Chromebook C731-C78G;;1366;768
Acer;Notebook;15.6;4.0;1024.0;2.1;390.0;;1366x768;False;Intel Core i3 6006U;2.0;Linux;;Intel;HD Graphics 520;Aspire A315-51;;1366;768
Dell;Notebook;14.0;4.0;500.0;1.76;755.0;;1366x768;False;Intel Core i5 6200U;2.3;Windows;10;Intel;HD Graphics 520;Latitude 3480;;1366;768
Lenovo;Notebook;15.6;8.0;1024.0;2.2;499.0;Full HD;1920x1080;False;Intel Core i3 7100U;2.4;No OS;;Nvidia;GeForce 940MX;IdeaPad 320-15IKB;;1920;1080
MSI;Gaming;17.3;16.0;256.0;2.9;2029.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1070;GE72MVR 7RG;;1920;1080
Dell;Notebook;15.6;8.0;256.0;2.2;797.41;Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;AMD;Radeon 530;Inspiron 5570;;1920;1080
Dell;2 in 1 Convertible;13.3;12.0;256.0;1.6;1299.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;Inspiron 7378;;1920;1080
MSI;Gaming;17.3;16.0;256.0;3.78;2399.0;Full HD;1920x1080;False;Intel Core i7 6820HQ;2.7;Windows;10;Nvidia;GeForce GTX 980M;GT72S Dominator;;1920;1080
Dell;2 in 1 Convertible;13.3;8.0;1024.0;1.62;839.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i7 8550U;1.8;Windows;10;Intel;UHD Graphics 620;Inspiron 5379;;1920;1080
Toshiba;Notebook;15.6;16.0;512.0;2.4;1403.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 6500U;2.5;Windows;10;Nvidia;GeForce 930M;Tecra A50-C-21G;;1920;1080
HP;Notebook;14.0;8.0;256.0;1.43;1513.0;Full HD;1920x1080;False;Intel Core i5 6200U;2.3;Windows;7;Intel;HD Graphics 520;EliteBook 1040;;1920;1080
HP;Notebook;17.3;4.0;500.0;2.71;439.0;Full HD;1920x1080;False;AMD A6-Series 9220;2.5;Windows;10;AMD;Radeon 530;17-ak001nv ;4GB/500GB/Radeon;1920;1080
HP;Notebook;15.6;8.0;256.0;2.31;1165.0;Full HD;1920x1080;False;Intel Core i5 6200U;2.3;Windows;10;Intel;HD Graphics 520;Probook 650;;1920;1080
Lenovo;2 in 1 Convertible;13.3;8.0;512.0;1.37;1970.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;ThinkPad Yoga;;1920;1080
Razer;Gaming;17.3;32.0;512.0;3.49;5499.0;Touchscreen / 4K Ultra HD;3840x2160;True;Intel Core i7 7820HK;2.9;Windows;10;Nvidia;GeForce GTX 1080;Blade Pro;;3840;2160
Lenovo;Workstation;15.6;16.0;512.0;2.3;2445.0;IPS Panel / 4K Ultra HD;3840x2160;False;Intel Core i7 7600U;2.8;Windows;10;Nvidia;GeForce 940MX;Thinkpad T570;;3840;2160
Acer;2 in 1 Convertible;13.3;8.0;256.0;1.6;789.01;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i7 6500U;2.5;Windows;10;Intel;HD Graphics 520;Aspire R7;;1920;1080
Dell;Ultrabook;13.3;16.0;512.0;1.2;2680.0;Touchscreen / Quad HD+;3200x1800;True;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;XPS 13;;3200;1800
Mediacom;Notebook;14.0;4.0;32.0;1.4;265.0;IPS Panel / Full HD;1920x1200;False;Intel Atom Z8350;1.92;Windows;10;Intel;HD Graphics 400;Smartbook 142;;1920;1200
Dell;Ultrabook;14.0;8.0;256.0;1.36;1775.0;Full HD;1920x1080;False;Intel Core i7 7600U;2.8;Windows;10;Intel;HD Graphics 620;Latitude 7480;;1920;1080
Lenovo;2 in 1 Convertible;15.6;8.0;512.0;2.0;1699.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050M;Yoga 720-15IKB;;1920;1080
Lenovo;2 in 1 Convertible;13.3;8.0;512.0;1.37;1825.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;ThinkPad Yoga;;1920;1080
Acer;Notebook;17.3;8.0;1024.0;3.3;629.0;;1600x900;False;Intel Core i3 6006U;2.0;Windows;10;Nvidia;GeForce 940MX;Aspire E5-774G;;1600;900
Dell;Notebook;15.6;4.0;1024.0;2.18;443.9;;1366x768;False;Intel Core i3 6006U;2.0;Linux;;Intel;HD Graphics 520;Vostro 3568;;1366;768
Dell;Ultrabook;15.6;8.0;128.0;1.9;1049.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;Nvidia;GeForce 940MX;Inspiron 7570;;1920;1080
Dell;Gaming;15.6;16.0;512.0;2.56;1249.26;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050;Inspiron 5577;;1920;1080
Lenovo;Gaming;15.6;16.0;128.0;2.6;1029.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i7 6700HQ;2.6;Windows;10;Nvidia;GeForce GTX 960M;IdeaPad Y700-15ISK;;1920;1080
HP;Workstation;15.6;8.0;256.0;2.59;2229.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 6700HQ;2.6;Windows;7;Nvidia;Quadro M1000M;ZBook 15;;1920;1080
Asus;Gaming;15.6;16.0;256.0;2.5;1799.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050 Ti;Rog GL553VE-DS74;;1920;1080
Apple;Ultrabook;13.3;8.0;256.0;1.34;1158.7;;1440x900;False;Intel Core i5;1.8;macOS;;Intel;HD Graphics 6000;Macbook Air;;1440;900
HP;Notebook;17.0;8.0;1024.0;2.6;520.9;;1600x900;False;AMD A9-Series 9420;3.0;Windows;10;AMD;Radeon R5;17-AK091ND ;A9-9420/8GB/1TB/W10;1600;900
HP;Notebook;14.0;4.0;500.0;1.54;1030.99;Full HD;1920x1080;False;Intel Core i5 6200U;2.3;Windows;7;Intel;HD Graphics 520;EliteBook 840;;1920;1080
Lenovo;Netbook;12.5;16.0;512.0;1.3;1650.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i7 6500U;2.5;Windows;10;Intel;HD Graphics 520;ThinkPad Yoga;;1920;1080
Lenovo;Notebook;15.6;4.0;128.0;2.2;399.0;Full HD;1920x1080;False;AMD A6-Series 9220;2.5;Windows;10;AMD;R4 Graphics;IdeaPad 320-15AST;;1920;1080
Dell;Ultrabook;12.5;16.0;256.0;1.18;1859.0;Full HD;1920x1080;False;Intel Core i7 7600U;2.8;Windows;10;Intel;HD Graphics 620;Latitude 7280;;1920;1080
Lenovo;Ultrabook;12.5;8.0;256.0;1.3;1713.49;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i7 6500U;2.5;Windows;10;Intel;HD Graphics 520;ThinkPad Yoga;;1920;1080
Lenovo;Notebook;13.3;8.0;256.0;1.44;949.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;ThinkPad 13;;1920;1080
Asus;Notebook;17.3;4.0;1024.0;2.0;564.0;Full HD;1920x1080;False;Intel Core i3 6006U;2.0;Windows;10;Nvidia;GeForce 920MX;X705UV-BX074T ;4GB/1TB/GeForce;1920;1080
Toshiba;Notebook;14.0;4.0;128.0;1.75;499.0;;1366x768;False;Intel Pentium Dual Core 4405U;2.1;Windows;10;Intel;HD Graphics 510;Satellite Pro;;1366;768
Dell;Notebook;15.6;16.0;256.0;2.36;899.0;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Linux;;AMD;Radeon R7 M445;Inspiron 5567;;1920;1080
Lenovo;Notebook;15.6;8.0;1024.0;2.3;850.66;IPS Panel / Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;ThinkPad E570;;1920;1080
HP;Notebook;14.0;4.0;500.0;1.64;684.0;;1366x768;False;Intel Core i3 7100U;2.4;Windows;10;Intel;HD Graphics 620;Probook 440;;1366;768
Dell;Notebook;15.6;8.0;2048.0;2.36;557.37;Touchscreen;1366x768;True;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Inspiron 3567;;1366;768
Acer;Ultrabook;14.0;8.0;256.0;1.6;884.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 8550U;1.8;Windows;10;Intel;UHD Graphics 620;Swift 3;;1920;1080
Lenovo;Gaming;15.6;8.0;128.0;2.5;1249.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050 Ti;Legion Y520-15IKBN;;1920;1080
Lenovo;2 in 1 Convertible;14.0;16.0;512.0;1.36;2499.0;Touchscreen;2560x1440;True;Intel Core i7 6600U;2.6;Windows;10;Intel;HD Graphics 520;ThinkPad X1;;2560;1440
Toshiba;Notebook;15.6;4.0;500.0;2.1;602.0;;1366x768;False;Intel Core i5 6200U;2.3;Windows;10;Intel;HD Graphics 520;Satellite Pro;;1366;768
HP;Ultrabook;14.0;8.0;512.0;1.54;1870.0;Full HD;1920x1080;False;Intel Core i7 6500U;2.5;Windows;7;Intel;HD Graphics 520;EliteBook 840;;1920;1080
Dell;Notebook;15.6;8.0;256.0;2.0;1142.75;Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;Nvidia;GeForce 940MX;Inspiron 7570;;1920;1080
Asus;Ultrabook;15.6;16.0;512.0;1.8;1983.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050 Ti;ZenBook Pro;;1920;1080
MSI;Gaming;17.3;16.0;256.0;2.43;1948.99;IPS Panel / Full HD;1920x1080;False;Intel Core i7 6700HQ;2.6;Windows;10;Nvidia;GeForce GTX 1060;GS73VR Stealth;;1920;1080
Lenovo;Notebook;15.6;8.0;1024.0;2.6;899.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 6700HQ;2.6;Windows;10;Nvidia;GeForce GTX 960M;IdeaPad Y700-15ISK;;1920;1080
Lenovo;2 in 1 Convertible;14.0;8.0;256.0;1.8;1669.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i7 6500U;2.5;Windows;10;Intel;HD Graphics 520;ThinkPad Yoga;;1920;1080
HP;Notebook;13.3;4.0;500.0;1.49;754.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;Intel;UHD Graphics 620;ProBook 430;;1920;1080
Apple;Ultrabook;12.0;8.0;512.0;0.92;1165.0;IPS Panel / Retina Display;2304x1440;False;Intel Core M;1.2;Mac OS X;;Intel;HD Graphics 5300;"MacBook 12""";;2304;1440
HP;Netbook;11.6;4.0;16.0;1.23;385.0;;1366x768;False;Intel Celeron Dual Core N3060;1.6;Chrome OS;;Intel;HD Graphics 400;Chromebook 11;;1366;768
Lenovo;Gaming;17.3;32.0;256.0;4.6;2663.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 6820HK;2.7;Windows;10;Nvidia;GeForce GTX 1070;IdeaPad Y910-17ISK;;1920;1080
Asus;Gaming;17.3;8.0;256.0;3.2;1695.0;Full HD;1920x1080;False;AMD Ryzen 1600;3.2;Windows;10;AMD;Radeon RX 580;Rog Strix;;1920;1080
Dell;Notebook;17.3;8.0;128.0;2.8;889.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Linux;;AMD;Radeon 530;Inspiron 5770;;1920;1080
HP;Notebook;15.6;8.0;1024.0;1.9;1269.0;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;AMD;FirePro W4190M ;ZBook 15u;;1920;1080
Dell;Notebook;14.0;8.0;256.0;1.64;1089.0;Full HD;1920x1080;False;Intel Core i5 7440HQ;2.8;Linux;;Nvidia;GeForce 930MX;Latitude 5480;;1920;1080
Apple;Ultrabook;13.3;8.0;256.0;1.37;1419.0;IPS Panel / Retina Display;2560x1600;False;Intel Core i5;2.0;macOS;;Intel;Iris Graphics 540;MacBook Pro;;2560;1600
Dell;Notebook;15.6;8.0;1024.0;2.3;805.99;;1366x768;False;Intel Core i7 7500U;2.7;Linux;;AMD;Radeon R5 M430;Inspiron 3567;;1366;768
Asus;Notebook;15.6;4.0;1024.0;2.0;344.0;Full HD;1920x1080;False;Intel Celeron Dual Core N3350;1.1;Windows;10;Intel;HD Graphics 500;X541NA ;N3350/4GB/1TB/FHD/W10;1920;1080
HP;Notebook;15.6;4.0;1024.0;2.1;398.0;Full HD;1920x1080;False;AMD A6-Series 9220;2.5;Windows;10;AMD;Radeon R4;15-bw011nv ;A6-9220/4GB/1TB/FHD/W10;1920;1080
Dell;2 in 1 Convertible;15.6;12.0;512.0;2.19;1299.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;Inspiron 7579;;1920;1080
HP;Ultrabook;15.6;8.0;256.0;1.83;699.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 8550U;1.8;Windows;10;Nvidia;GeForce GTX 940MX;Pavilion 15-CK000nv;;1920;1080
Lenovo;Ultrabook;12.5;8.0;256.0;1.36;1429.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;ThinkPad X270;;1920;1080
Lenovo;2 in 1 Convertible;14.0;8.0;256.0;1.36;1637.0;Touchscreen / IPS Panel;2560x1440;True;Intel Core i5 6200U;2.3;Windows;10;Intel;HD Graphics 520;ThinkPad X1;;2560;1440
Dell;Notebook;15.6;2.0;500.0;2.2;379.0;;1366x768;False;Intel Celeron Dual Core N3050;1.6;Windows;10;Intel;HD Graphics;Inspiron 3552;;1366;768
Lenovo;Notebook;15.6;4.0;500.0;2.05;685.0;Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;Intel;HD Graphics 620;V330-15IKB ;i5-8250U/4GB/500GB/FHD/W10;1920;1080
Razer;Ultrabook;12.5;16.0;512.0;1.29;1799.0;Touchscreen / IPS Panel / 4K Ultra HD;3840x2160;True;Intel Core i7 7500U;2.5;Windows;10;Intel;HD Graphics 620;Blade Stealth;;3840;2160
HP;Notebook;15.6;4.0;500.0;1.86;393.9;;1366x768;False;Intel Core i5 7200U;2.5;No OS;;Intel;HD Graphics 620;250 G6;;1366;768
MSI;Gaming;15.6;16.0;256.0;2.94;2267.86;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1070;GT62VR 7RE;;1920;1080
Dell;Ultrabook;13.3;8.0;256.0;1.21;1629.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;Intel;UHD Graphics 620;XPS 13;;1920;1080
Dell;Gaming;15.6;8.0;128.0;2.62;1498.0;4K Ultra HD;3840x2160;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050 Ti;Inspiron 7567;;3840;2160
Lenovo;Notebook;15.6;4.0;500.0;2.38;1055.0;;1366x768;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;ThinkPad L570;;1366;768
HP;Notebook;15.6;8.0;256.0;2.04;1070.0;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;ProBook 450;;1920;1080
HP;Notebook;15.6;8.0;256.0;1.86;690.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;250 G6;;1920;1080
Lenovo;Notebook;15.6;4.0;128.0;1.85;403.5;Full HD;1920x1080;False;Intel Core i3 6006U;2.0;No OS;;Intel;HD Graphics 520;V310-15ISK ;4GB/128GB/FHD/No;1920;1080
Lenovo;2 in 1 Convertible;14.0;8.0;256.0;1.27;2339.0;Touchscreen / IPS Panel;2560x1440;True;Intel Core i7 6500U;2.5;Windows;10;Intel;HD Graphics 520;ThinkPad X1;;2560;1440
Acer;Notebook;15.6;6.0;1024.0;2.23;549.0;;1366x768;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Aspire E5-575;;1366;768
HP;Ultrabook;12.5;8.0;512.0;0.97;2014.0;Touchscreen / IPS Panel / 4K Ultra HD;3840x2160;True;Intel Core M 6Y75;1.2;Windows;10;Intel;HD Graphics 515;EliteBook Folio;;3840;2160
Dell;Ultrabook;15.6;8.0;1024.0;1.9;663.0;Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;AMD;Radeon 530;Inspiron 5570;;1920;1080
Asus;Gaming;15.6;16.0;256.0;2.5;1600.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050 Ti;Rog GL553VE-FY052T;;1920;1080
Asus;Notebook;14.0;4.0;64.0;1.65;277.99;;1366x768;False;AMD E-Series 6110;1.5;Windows;10 S;AMD;Radeon R2;E402WA-GA007T ;4GB/64GB/W10;1366;768
Lenovo;Notebook;15.6;8.0;128.0;1.9;817.95;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;AMD;Radeon R5 M430;V310-15ISK ;8GB/1TB;1920;1080
Lenovo;Notebook;15.6;4.0;500.0;2.2;299.0;;1366x768;False;AMD E-Series 9000;2.2;Windows;10;AMD;Radeon R2 Graphics;IdeaPad 320-15AST;;1366;768
Samsung;Ultrabook;13.3;8.0;256.0;1.31;1599.0;Touchscreen / Full HD;1920x1080;True;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;Notebook 9;;1920;1080
Asus;Ultrabook;14.0;8.0;256.0;1.25;1099.0;Full HD;1920x1080;False;Intel Core i7 8550U;1.8;Windows;10;Intel;UHD Graphics 620;ZenBook UX430UA;;1920;1080
HP;Notebook;13.3;16.0;512.0;1.49;1197.0;Full HD;1920x1080;False;Intel Core i7 8550U;1.8;Windows;10;Intel;UHD Graphics 620;Probook 430;;1920;1080
MSI;Gaming;17.3;16.0;256.0;2.43;2048.9;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1060;GS73VR 7RF;;1920;1080
HP;Notebook;14.0;4.0;500.0;2.31;1189.0;;1366x768;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;ProBook 650;;1366;768
HP;Notebook;14.0;4.0;500.0;1.64;779.0;;1366x768;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Probook 440;;1366;768
HP;Workstation;17.3;8.0;500.0;3.14;1860.99;;1600x900;False;Intel Core i5 7440HQ;2.8;Windows;10;Nvidia;Quadro M1200;ZBook 17;;1600;900
Razer;Gaming;14.0;16.0;256.0;1.95;2599.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1060;Blade Pro;;1920;1080
